V1 V2 V3 V4 V5 V6 V7 V8 V9
1 -1.42403166630742 0.581201043276578 -1.6878010286367 -0.626368228189236 -0.39000956273028 -0.124434986420556 -1.04571765178674 0.781859184600258 1.26295428488079
2 -1.66934441193535 0.379293067076565 0.647645994369042 0.481335325559074 -1.81922223008177 1.46674459318725 -0.896211263960579 -0.776776621764597 -0.326233360705649
3 1.37923613235957 -0.310740875935373 0.448794226781398 1.69527108394262 0.659180710219526 0.673928676437573 1.26938716360704 -0.615989907707918 1.3297992629225
4 -0.919674583385557 0.886390001309243 1.02630215826019 -1.7612262939127 0.459621672673119 1.95642526324584 0.593840948597503 0.0465803028049967 1.2724293214294
5 -0.504490043798072 -1.64186474990831 1.0749782228105 0.198013015105549 1.6166263368295 -0.269041012302505 0.775634318883504 -1.13038577760069 0.414641434456408
6 -1.13473181271634 -0.98856374150857 0.458309613000345 0.39734909880081 -1.85619049475003 -1.24455151835265 1.55737037634497 0.576718781896486 -1.53995004190371
7 0.512773054981806 -0.244003429490954 0.631586758086112 0.0292254949810759 -0.286823883167722 -0.395702922504304 -0.36540179688389 -1.28074943178832 -0.928567034713538
8 0.527988782696761 0.15605692572279 -0.580466398492627 2.56027338872093 1.75032188866878 0.0973966545894214 0.816556448748125 1.62544730346494 -0.29472044679056
9 1.18824732398677 0.102051958284238 1.58419214220344 1.25712771158455 0.116413612709475 -0.238386950059767 -0.0606347781205525 -0.500696596002705 -0.00576717274753696
10 -0.462036357605617 -0.28745817163283 -1.76399294007705 -0.534537685615439 1.38425315825261 -0.411827956549895 -0.501378317795089 1.67829720781629 2.40465338885795
11 1.24106928807752 -0.293194886378227 -1.88062197024023 -0.625227428575037 0.574220912640371 -1.57721804889482 0.92606272533302 -0.412519887482398 0.76359346114046
12 0.137021551839759 0.469477058057219 -1.29171904402856 0.913848686849621 0.136490812028653 -0.797276095360855 0.0369376908421676 -0.97228683550556 -0.799009248989368
13 -1.29964523884791 -0.662588512287212 0.909670446302926 1.00719953467783 0.91421598896813 -1.09623678280656 -1.06620017351302 0.0253828675878054 -1.14765700923635
14 1.15140894251503 -2.19037266579489 -1.10775568207131 0.719291823271818 -1.80082631795332 0.308308748669135 -0.238456353279063 0.0274753367451927 -0.289461573688223
