V1 V2 V3
1 -2.04392396256389 -0.600035679026895 -0.591884217733459
2 0.757956413801002 2.08177455604271 -0.370993055631982
3 0.751576147168334 0.690871232234028 0.0879242571716482
4 -0.605783152681878 -2.27041578209099 -0.0347263447245413
5 -0.595980800652727 -1.37409748183967 1.80637426901351
6 -1.81453689894862 0.129155615662698 -0.340236065241183
7 1.09972048741987 0.253854177224404 -0.748963255545316
8 0.261863255332528 1.53055660493862 -1.63913683863791
9 1.08600451222495 0.3641399059674 -1.00118767572672
10 -1.04505170172776 -2.24266879829791 2.59577183784881
11 0.190048633276472 -0.762489720707912 0.303198815157789
12 0.305065174818919 1.38338999879429 0.908747388189541
13 -2.40404846229987 -1.81637134330786 0.207849947786777
14 -0.377079358848631 0.973579461588962 0.178014001983679
15 0.127869590990768 -1.77549596195644 -0.165764998170263
16 0.963847831518892 0.0504780181902723 0.557103620026265
17 -1.16854288800732 -1.44183173572493 1.44433440341685
18 -1.76690787898686 1.74558818811335 0.901357060680922
19 0.43023816774197 -1.02018005188476 -0.222035044404826
20 -1.43904346273213 0.438287440053764 0.106191315649615
21 0.0997268827474992 -1.31268184905075 -1.44922083345914
22 -1.34688269448295 -1.67432568147112 1.13855172353475
23 -0.533529274603662 -1.50750631156151 1.8138247108031
24 -1.00821877838396 -1.27265669784236 -1.51103873268755
25 -0.84654803852019 -0.604299210674281 -0.0180868587077631
26 1.37268971713844 2.1603076672809 -0.880188098361493
27 -0.0904546521778368 0.613408316905269 -1.19747709937329
28 -0.990948341091818 0.0208554825183327 1.06875895779522
29 -1.59403255789808 -0.250807613137912 1.16673685848217
30 -0.625359751582748 -1.12358571697379 2.02995849587
31 1.02619435954188 -1.31725355235773 0.500172740877976
32 -0.0512974539498846 0.878176760473302 -1.82274977874303
33 -0.978282399868437 2.19338080860705 0.489161060927815
34 0.850304995778024 0.966589912174548 -0.69388939707371
35 0.874113013931971 -0.395343955894423 -0.199064511834003
36 1.52043112298822 -2.34976118898552 0.241954076462942
37 1.13459795416404 -0.261675979062984 0.0703525033617535
38 -1.62657244729353 1.12493658915049 0.794146065960578
39 2.54610931054464 -1.615873673009 -0.655378696153722
40 0.703514562512983 -0.962199997578556 -0.677465097092795
41 0.838182298571108 -0.981171156602825 0.183818514335766
42 1.4639029339913 -0.0544654779982438 0.87770826697786
43 -1.56248238723018 -1.42080159064647 -0.392230912634866
44 2.1995787686167 1.47463919598934 -0.668948305064475
45 0.652058423285129 -0.388619292339278 -1.01013324311593
46 0.121064811620745 -0.0239034603620471 -0.750830595770758
47 0.174759774616114 0.669903108955096 -0.283552996658377
48 -0.342276821021813 -2.08037381680025 -1.16580298143211
49 -0.352742596943829 -0.802363040312964 0.691224985723229
50 0.199651557122816 1.43109739010011 -2.05653763082834
51 0.716384735258261 0.934725753054494 -0.154174502809742
52 1.28220937551166 0.0758021974102641 -1.44489431056634
53 -0.240104634471559 -1.98590657207902 1.21615086364153
54 -1.04403486009751 2.35163128507289 -0.511171136986964
55 1.41594717345721 -0.636965967736117 1.12853875716823
56 0.395839167348227 0.339246767874138 -0.419643268277284
57 -0.831300919328246 -0.0132117881573038 -0.212739734514245
58 -0.821681118644884 1.1657699830583 -1.02066077995665
59 0.465939041587189 -0.901519714527608 -3.08236361762711
60 -0.838830063811697 1.30121482593473 1.64614336305507
61 0.444825576487699 1.3802919856447 -1.41121400623502
62 0.656769803354717 -0.373965830663122 2.5651376308499
63 1.70596007850957 -1.17515292483069 0.325593713852283
64 -1.75820522992187 1.04793473567726 -0.565537818718636
65 1.2698821636357 -2.41628039304788 0.698898676448727
66 1.54135100996988 0.510408246367877 0.880715097349732
67 -2.08943651376952 0.14161324686681 -0.227754970949487
68 -1.63029534088401 0.669739844921555 0.136300748888809
69 1.14181293050872 -0.805492524558564 1.84340823294026
70 -0.371927613427216 2.02946656986898 -1.40539171795246
71 -0.461025658370359 -0.247572768808641 -0.0490830704213224
72 0.885294374904515 -1.25029071663769 0.79415450664542
73 1.64764194266321 -0.877717528768818 -1.41402351547311
74 0.503551918093615 -1.23328854153092 -1.78992736305942
75 1.28015427300275 -1.57688024601798 1.3543973324458
76 0.715786835162491 -0.425087393048381 -0.747766705256976
77 1.08144782251361 -0.658455852570526 -1.03745247787329
78 0.746437791761646 0.0118834512850908 -0.0361721359047526
79 -1.82120624347032 -0.557304244621059 -0.554350606441007
80 1.50985529200681 -0.536382173713501 -0.558866751625419
81 NA NA NA
82 NA NA NA
83 NA NA NA
84 NA NA NA
85 NA NA NA
86 NA NA NA
87 NA NA NA
88 NA NA NA
89 NA NA NA
90 NA NA NA
91 NA NA NA
92 NA NA NA
93 NA NA NA
94 NA NA NA
95 NA NA NA
96 NA NA NA
97 NA NA NA
98 NA NA NA
99 NA NA NA
100 NA NA NA
